S.No.,Bridge Number,Bridge Name,Road Name,District,River/Stream,Chainage(Km),Length(m),Width(m),Span No,Foundation Type,Loading Capacity,Maintenance Division,Region,Completion Year,Cordinate,Bridge Type,Bridge Condition,Total Score,Load Restriction,Construction Status,Span Length(m),Data Updated Year
108,16-H001-129,Tetariya,Mahendra Rajmarga,Siraha,Tetariya,226.32,16.2,RW-7.9 | CW-6.8,1,RCC Foundation,IRC class A/AA,Lahan,Eastern,129,26.8358 | 86.2296,RCC T-Beam,6,3.1,0,Completed,16.2,2017
109,16-H001-124,Mainabati,Mahendra Rajmarga,Siraha,Mainabati,216.72,85.6,RW-7.9 | CW-7,4,Gabion Box,IRC class A/AA,Lahan,Eastern,124,26.7999 | 86.3157,RCC T-Beam,7,3.6,0,Completed,21.35,2017
110,16-H001-123,Satpatre,Mahendra Rajmarga,Siraha,Satpatre,213.685,18,RW-7.95 | CW-7.05,4,RCC Foundation,IRC class A/AA,Lahan,Eastern,123,26.7879 | 86.3423,RCC Slab,7,3.1,0,Completed,4.5,2017
111,16-H001-121,Gagan - 1,Mahendra Rajmarga,Siraha,Gagan - 1,212.41,11.25,RW-7.9 | CW-7.1,1,RCC Foundation,IRC class A/AA,Lahan,Eastern,121,26.7837 | 86.3549,RCC T-Beam,7,3.1,0,Completed,11.25,2017
112,16-H001-120,Kasaha,Mahendra Rajmarga,Siraha,Kasaha,211.42,16.4,RW-7.9 | CW-7.1,1,Gabion Box,IRC class A/AA,Lahan,Eastern,120,26.7790 | 86.3631,RCC T-Beam,7,3.6,0,Completed,16.4,2017
113,16-H001-117,Saraswati,Mahendra Rajmarga,Siraha,Saraswati,203,16.2,RW-7.9 | CW-7.1,1,RCC Foundation,IRC class A/AA,Lahan,Eastern,117,26.7303 | 86.4316,RCC T-Beam,7,3.1,0,Completed,16.2,2017
114,16-H001-119,Patharia - 2,Mahendra Rajmarga,Siraha,Patharia - 2,210.43,22.4,RW-7.95 | CW-7.05,2,RCC Foundation,IRC class A/AA,Lahan,Eastern,119,26.7754 | 86.3724,RCC T-Beam,7,3.1,0,Completed,11.2,2017
115,16-H001-118,Baburam,Mahendra Rajmarga,Siraha,Baburam,206.85,32.4,RW-7.9 | CW-7.1,2,RCC Foundation,IRC class A/AA,Lahan,Eastern,118,26.7555 | 86.3998,RCC T-Beam,7,3.1,0,Completed,16.2,2017
116,16-H001-136,Ghatiya,Mahendra Rajmarga,Siraha,Ghatiya,233.815,11.2,RW-7.9 | CW-7,1,Open Foundation,IRC class A/AA,Lahan,Eastern,136,26.8801 | 86.1693,RCC T-Beam,6,3.6,0,Completed,11.2,2017
117,16-H001-137,Baraha,Mahendra Rajmarga,Siraha,Baraha,234.06,11.2,RW-7.9 | CW-7,1,Open Foundation,IRC class A/AA,Lahan,Eastern,137,26.8810 | 86.1668,RCC T-Beam,7,3.1,0,Completed,11.2,2017
118,16-H001-131,Bhalu/Musarniya,Mahendra Rajmarga,Siraha,Bhalu,229.18,16.2,RW-7.9 | CW-7,1,RCC Foundation,IRC class A/AA,Lahan,Eastern,131,26.8507 | 86.2050,RCC T-Beam,6,3.1,0,Completed,16.2,2017
119,16-H001-127,Jiba,Mahendra Rajmarga,Siraha,Jiba,225.41,53.2,RW-7.95 | CW-7.05,2,RCC Foundation,IRC class A/AA,Lahan,Eastern,127,26.8335 | 86.2385,RCC T-Beam,6,3.1,0,Completed,26.55,2017
120,16-H001-133,Bagaha,Mahendra Rajmarga,Siraha,Bagaha,229.95,16.2,RW-7.9 | CW-7.1,1,Well Foundation,IRC class A/AA,Lahan,Eastern,133,26.8557 | 86.1998,RCC T-Beam,6,3.1,0,Completed,16.2,2017
121,16-H001-125,Ghurmi,Mahendra Rajmarga,Siraha,Ghurmi,221.19,106.9,RW-7.9 | CW-7,5,Well Foundation,IRC class A/AA,Lahan,Eastern,125,26.8168 | 86.2748,RCC T-Beam,7,3.1,0,Completed,21.4,2017
122,16-H001-135,Bhulkiya,Mahendra Rajmarga,Siraha,Bhulkiya,233.11,22,RW-7.9 | CW-7.1,2,Gabion Box,IRC class A/AA,Lahan,Eastern,135,26.8780 | 86.1760,RCC T-Beam,6,3.1,0,Completed,11,2017
123,16-H001-139,Kamala,Mahendra Rajmarga,Siraha,Kamala,236.69,640,RW-7.8 | CW-7,24,Well Foundation,IRC class A/AA,Lahan,Eastern,139,26.8787 | 86.1429,RCC T-Beam,8,3.1,0,Completed,26.65,2017
124,16-H001-132,Sukhalaha,Mahendra Rajmarga,Siraha,Sukhalaha,229.75,22.4,RW-7.9 | CW-7.1,2,RCC Foundation,IRC class A/AA,Lahan,Eastern,132,26.8542 | 86.2009,RCC T-Beam,6,3.1,0,Completed,11.2,2017
125,16-H001-138,Kamala Canal,Mahendra Rajmarga,Siraha,Kamala Canal,235.69,16.6,RW-8 | CW-6.9,1,Gabion Box,IRC class A/AA,Lahan,Eastern,138,26.8837 | 86.1513,RCC T-Beam,6,3.1,0,Completed,16.6,2017
126,20-H001-144,Jagadav,Mahendra Rajmarga,Dhanusha,Jagadav,251.39,96,RW-7.95 | CW-7.05,4,RCC Foundation,IRC class A/AA,Janakpur,Central,377,26.9167 | 86.0111,RCC T-Beam,6,3.1,0,Completed,21.5*2 + 26.5 *2,2017
127,20-H001-140,Kamala Canal,Mahendra Rajmarga,Dhanusha,Kamala Canal,232.7,70.4,RW-8 | CW-7,5,RCC Foundation,,Janakpur,Central,373,26.8791 | 86.1302,RCC Slab,6,3.1,0,Completed,14.2,2017
128,20-H001-147,Basai,Mahendra Rajmarga,Dhanusha,Basai,256.715,96,RW-7.9 | CW-7,4,Well Foundation,IRC class A/AA,Janakpur,Central,380,26.9276 | 85.9653,RCC T-Beam,6,3.1,0,Completed,26.5*2 +21.5*2,2017
129,20-H001-142,Baluwa,Mahendra Rajmarga,Dhanusha,Baluwa,245.39,111,RW-7.9 | CW-7,7,Well Foundation,IRC class A/AA,Janakpur,Central,375,26.8963 | 86.0635,RCC T-Beam,6,3.1,0,Completed,16,2017
130,20-H001-148,Sukhajor,Mahendra Rajmarga,Dhanusha,Sukhajor,259.23,44.2,RW-7.8 | CW-5.5,2,Open Foundation,IRC class A/AA,Janakpur,Central,381,26.9398 | 85.9467,Steel Plate Girder,5,3.1,0,Completed,22,2017
131,20-H001-143,Jagadav Branch,Mahendra Rajmarga,Dhanusha,Jagadav Branch,251.1,26.6,RW-7.9 | CW-7,1,Open Foundation,IRC class A/AA,Janakpur,Central,376,26.9175 | 86.0139,RCC T-Beam,6,3.1,0,Completed,26.6,2017
132,20-H001-141,Chamnath,Mahendra Rajmarga,Dhanusha,Chamnath,241.645,322,RW-8 | CW-7,15,Well Foundation,IRC class A/AA,Janakpur,Central,374,26.8904 | 86.0984,RCC T-Beam,6,3.1,0,Completed,21.4,2017
133,20-H001-149,Barahari,Mahendra Rajmarga,Dhanusha,Barahari,261.54,75,RW-10.9 | CW-7.5,3,Well Foundation,IRC class A/AA,Janakpur,Central,382,26.9522 | 85.9306,Steel Plate Girder,7,3.1,0,Completed,23.5*2+28,2017
134,20-H001-145,Jalad,Mahendra Rajmarga,Dhanusha,Jalad,252.96,266,RW-7.9 | CW-7,10,Open Foundation,IRC class A/AA,Janakpur,Central,378,26.9149 | 85.9965,RCC T-Beam,5,3.1,0,Completed,26.6,2017
135,20-H001-150,Ratu,Mahendra Rajmarga,Dhanusha,Ratu,265.82,204,RW-7.8 | CW-5.5,12,RCC Foundation,IRC class A/AA,Janakpur,Central,383,26.9837 | 85.9101,RCC T-Beam,3,3.1,0,Completed,17,2017
136,20-H001-146,Aurahi,Mahendra Rajmarga,Dhanusha,Aurahi,255.061,329,RW-7.9 | CW-7,12,Well Foundation,IRC class A/AA,Janakpur,Central,379,26.9245 | 85.9807,RCC T-Beam,5,3.6,0,Completed,27.4,2017
137,21-H001-157,Belgachhi (Dhungre Khola),Mahendra Rajmarga,Mahottari,Belgachhi,275.4,38.1,RW-7.95 | CW-5.8,4,Open Foundation,,Janakpur,Central,390,27.0041 | 85.8180,RCC T-Beam,8,3.1,0,Completed,9.5,2017
138,21-H001-159,Tuteshwor - 2,Mahendra Rajmarga,Mahottari,Tuteshwor ,280.5,19,RW-7.94 | CW-5.5,2,Open Foundation,,Janakpur,Central,392,27.0055 | 85.8088,RCC T-Beam,7,3.1,0,Completed,9.5,2017
139,21-H001-161, Maraha Kholsi Pul,Mahendra Rajmarga,Mahottari,Batuwa Kholi,278.83,19,RW-8.1 | CW-5.5,2,Open Foundation,,Janakpur,Central,394,27.0071 | 85.7845,RCC T-Beam,8,3.6,0,Completed,9.45,2017
140,21-H001-164,Batuwa,Mahendra Rajmarga,Mahottari,Budakhola,282.49,28.5,RW-7.85 | CW-5.6,3,Pile Foundation,30/NK 80,Janakpur,Central,397,27.0128 | 85.7486,RCC T-Beam,8,3.1,0,Completed,9.5,2017
141,21-H001-163,Jarlahi (Kholsi Pul),Mahendra Rajmarga,Mahottari,Jarlahi,281.064,19,RW-7.9 | CW-5.45,2,RCC Foundation,30/NK 80,Janakpur,Central,396,27.0113 | 85.7627,RCC T-Beam,8,3.1,0,Completed,9.5,2017
142,21-H001-158,Tuteshwor,Mahendra Rajmarga,Mahottari,Tuteshwor,276.105,19,RW-7.9 | CW-5.4,2,Open Foundation,,Janakpur,Central,391,27.0051 | 85.8108,RCC T-Beam,7,3.1,0,Completed,9.5,2017
143,21-H001-160,Maraha,Mahendra Rajmarga,Mahottari,Maraha,227.73,132,RW-7.8 | CW-5.5,8,Raft foundation,,Janakpur,Central,393,27.0044 | 85.7952,RCC T-Beam,6,3.1,0,Completed,16.5,2017
144,21-H001-152,Bhapsi,Mahendra Rajmarga,Mahottari,Bhapsi,268.73,50.46,RW-7.8 | CW-5.6,4,RCC Foundation,IRC class A/AA,Janakpur,Central,385,26.9935 | 85.8826,RCC T-Beam,8,3.1,0,Completed,12.5,2017
145,21-H001-155,Gaushala,Mahendra Rajmarga,Mahottari,Gaushala,271.595,37.5,RW-7.7 | CW-5.5,3,Pile Foundation,IRC class A/AA,Janakpur,Central,388,27.0011 | 85.8551,RCC T-Beam,8,3.1,0,Completed,12.55,2017
146,21-H001-154,Janga Pul,Mahendra Rajmarga,Mahottari,Janga,271.3,75,RW-7.9 | CW-5.6,6,RCC Foundation,IRC class A/AA,Janakpur,Central,387,27.0003 | 85.8579,RCC T-Beam,8,3.1,0,Completed,12.5,2017
147,21-H001-156,Gadhanta,Mahendra Rajmarga,Mahottari,Gadhanta,271.95,62.5,RW-7.7 | CW-5.5,5,RCC Foundation,30/NK 80,Janakpur,Central,389,27.0020 | 85.8517,RCC T-Beam,8,3.1,0,Completed,12.5,2017
148,21-H001-153,Atabbe,Mahendra Rajmarga,Mahottari,Atabbe,269.97,28.6,RW-7.9 | CW-5.6,3,Pile Foundation,IRC class A/AA,Janakpur,Central,386,26.9962 | 85.8724,RCC T-Beam,8,3.1,0,Completed,9.5,2017
149,21-H001-162,Dholan,Mahendra Rajmarga,Mahottari,Dholan,279.385,38,RW-7.8 | CW-5.65,4,Pile Foundation,30/NK 80,Janakpur,Central,395,27.0085 | 85.7792,RCC T-Beam,8,3.1,0,Completed,9.5,2017
150,21-H001-151,Ratu Chahara,Mahendra Rajmarga,Mahottari,Ratu Chahara,266.72,18.8,RW-7.8 | CW-5.4,2,Open Foundation,IRC class A/AA,Janakpur,Central,384,26.9862 | 85.9037,RCC T-Beam,8,3.1,0,Completed,9.4,2017
151,22-H001-178,Dumajor,Mahendra Rajmarga,Sarlahee,Dumajor,310.516,37.5,RW-8.1 | CW-5.5,4,RCC Foundation,,Chandranigapur,Central,411,27.1129 | 85.5017,RCC T-Beam,5,3.1,0,Completed,9.45,2017
152,22-H001-168,Kalinjor - 1,Mahendra Rajmarga,Sarlahee,Kalinjor ,292.5,28.5,RW-7.77 | CW-5.6,3,RCC Foundation,,Chandranigapur,Central,401,27.0450 | 85.6611,RCC T-Beam,8,3.1,0,Completed,9.5,2017
153,22-H001-169,Kalinjor - 2,Mahendra Rajmarga,Sarlahee,Kalinjor - 2,293.35,63.4,RW-7.9 | CW-5.5,3,Pile Foundation,,Chandranigapur,Central,402,27.0474 | 85.6530,Steel Plate Girder,8,3.1,0,Completed,21.1,2017
154,22-H001-171,Dumdume,Mahendra Rajmarga,Sarlahee,Dumdume,296,18.7,RW-7.75 | CW-5.45,2,Pile Foundation,,Chandranigapur,Central,404,27.0548 | 85.6274,RCC T-Beam,6,3.6,0,Completed,9.45,2017
155,22-H001-167,Phuljor,Mahendra Rajmarga,Sarlahee,Phuljor,290.8,87.4,RW-7.7 | CW-5.5,7,RCC Foundation,,Chandranigapur,Central,400,27.0360 | 85.6735,RCC T-Beam,8,3.1,0,Completed,12.5,2017
156,22-H001-165,Bankhe,Mahendra Rajmarga,Sarlahee,Bankhe,283.3,102.5,RW-7.8 | CW-5.5,6,RCC Foundation,,Chandranigapur,Central,398,27.0139 | 85.7413,RCC T-Beam,8,3.1,0,Completed,(15+4*18+15),2017
157,22-H001-176,Sukhapokhari,Mahendra Rajmarga,Sarlahee,Sukhapokhari,306.235,20,RW-7.8 | CW-5.5,2,Pile Foundation,,Chandranigapur,Central,409,27.0929 | 85.5376,RCC T-Beam,8,3.6,0,Completed,9.5,2017
158,22-H001-173,Lakhandei,Mahendra Rajmarga,Sarlahee,Lakhandei,301.19,204.55,RW-7.85 | CW-5.5,12,RCC Foundation,30/NK 80,Chandranigapur,Central,406,27.0749 | 85.5839,RCC T-Beam,6,3.6,0,Completed,(15+4*18+15)*2,2017
159,22-H001-175,Bastol,Mahendra Rajmarga,Sarlahee,Bastol,303.164,20.8,RW-7.5 | CW-5.5,2,Pile Foundation,,Chandranigapur,Central,408,27.0868 | 85.5669,RCC T-Beam,8,3.1,0,Completed,10.35,2017
160,22-H001-177,Rai Bridge,Mahendra Rajmarga,Sarlahee,Harion khola,308.265,38,RW-6.9 | CW-5.7,4,RCC Foundation,,Chandranigapur,Central,410,27.1014 | 85.5204,RCC T-Beam,8,3.1,0,Completed,9.5,2017
161,22-H001-174,Chapani,Mahendra Rajmarga,Sarlahee,Chapani,302.3,66.4,RW-7.6 | CW-5.6,3,Pile Foundation,,Chandranigapur,Central,407,27.0851 | 85.5751,Steel Plate Girder,8,3.1,0,Completed,22,2017
162,22-H001-172,Bastipur,Mahendra Rajmarga,Sarlahee,Bastipur,296.94,18.8,RW-8 | CW-5.3,2,RCC Foundation,,Chandranigapur,Central,405,27.0573 | 85.6187,RCC T-Beam,8,3.1,0,Completed,9.5,2017
163,22-H001-180,Bagmati East,Mahendra Rajmarga,Sarlahee,Bagmati East,313.93,11.3,RW-7.9 | CW-5.5,1,RCC Foundation,,Chandranigapur,Central,413,27.1290 | 85.4852,RCC T-Beam,7,3.6,0,Completed,11.3,2017
164,22-H001-166,Amuwa,Mahendra Rajmarga,Sarlahee,Amuwa,186.4,18.65,RW-7.9 | CW-5.5,2,Pile Foundation,30/NK 80,Chandranigapur,Central,399,27.0219 | 85.7137,RCC T-Beam,7,3.1,0,Completed,9.2,2017
165,22-H001-179,Godari,Mahendra Rajmarga,Sarlahee,Godari,312.055,19.4,RW-8.1 | CW-5.5,2,RCC Foundation,,Chandranigapur,Central,412,27.1227 | 85.4905,RCC T-Beam,6,3.1,0,Completed,9.45,2017
166,22-H001-170,Betini,Mahendra Rajmarga,Sarlahee,Betini,294.77,12,RW-8.5 | CW-8,2,RCC Foundation,,Chandranigapur,Central,403,27.0510 | 85.6405,RCC Slab,7,3.6,0,Completed,6,2017
167,31-H001-226,Rapti,Mahendra Rajmarga,Makawanpur,Rapti,397.7,210,RW-9.7 | CW-7.5,7,RCC Foundation,HS 20 - 44,Hetauda,Central,459,27.4317 | 85.0219,RCC T-Beam,8,3.1,0,Completed,30,2017
168,31-H001-223,Sansare,Mahendra Rajmarga,Makawanpur,Sansare,392.28,12.58,RW-7.2 | CW-6.5,2,RCC Foundation,IRC class A/AA,Hetauda,Central,456,27.3656 | 85.0069,RCC T-Beam,8,3.1,0,Completed,6.29,2017
169,31-H001-225,Karra,Mahendra Rajmarga,Makawanpur,Karra,394.85,108,RW-9.7 | CW-7.5,3,Open Foundation,HS 20 - 44,Hetauda,Central,458,27.4146 | 85.0266,RCC T-Beam,8,3.6,0,Completed,36,2017
170,31-H001-221,Churiya,Mahendra Rajmarga,Makawanpur,Churiya,387.52,60,RW-9.7 | CW-7.5,2,Open Foundation,IRC class A/AA,Hetauda,Central,454,27.3617 | 85.0049,RCC T-Beam,7,3.1,0,Completed,30,2017
171,31-H001-222,Pakkipul,Mahendra Rajmarga,Makawanpur,Pakkipul,392.08,18,RW-7.1 | CW-6.5,2,Open Foundation,IRC class A/AA,Hetauda,Central,455,27.3634 | 85.0062,RCC T-Beam,7,3.1,0,Completed,9,2017
172,32-H001-184,Gairi Khola,Mahendra Rajmarga,Rautahat,Gairi Khola,315.445,11.5,RW-7.8 | CW-5.5,1,RCC Foundation,,Chandranigapur,Central,417,27.1310 | 85.4636,RCC T-Beam,6,3.6,0,Completed,11.5,2017
173,32-H001-182,Bagmati West,Mahendra Rajmarga,Rautahat,Bagmati West,314.23,11.57,RW-7.3 | CW-6.8,1,RCC Foundation,,Chandranigapur,Central,415,27.1358 | 85.4743,RCC Slab,6,3.6,0,Completed,11.57,2017
174,32-H001-186,Lachkan,Mahendra Rajmarga,Rautahat,Lachkan,319.74,22.67,RW-7.95 | CW-5.7,2,RCC Foundation,,Chandranigapur,Central,419,27.1120 | 85.4269,RCC T-Beam,8,3.1,0,Completed,11.25,2017
175,32-H001-183,Gairi,Mahendra Rajmarga,Rautahat,Gairi,314.594,34.25,RW-8 | CW-5.5,3,RCC Foundation,,Chandranigapur,Central,416,27.1348 | 85.4711,RCC T-Beam,8,3.1,0,Completed,11.4,2017
176,32-H001-195,Kali Khola,Mahendra Rajmarga,Rautahat,Kali Khola,335,34,RW-7.9 | CW-5.5,3,RCC Foundation,,Chandranigapur,Central,428,27.1517 | 85.2886,Steel Plate Girder,8,3.6,0,Completed,11.3,2017
177,32-H001-189,Dhou,Mahendra Rajmarga,Rautahat,Dhou,327.94,22.5,RW-7.95 | CW-5.5,2,RCC Foundation,,Chandranigapur,Central,422,27.1236 | 85.3529,RCC T-Beam,6,3.6,0,Completed,11.25,2017
178,32-H001-187,Katha Ko Pul,Mahendra Rajmarga,Rautahat,Geedibela,324.165,46,RW-7.9 | CW-5.6,4,RCC Foundation,,Chandranigapur,Central,420,27.1080 | 85.3849,RCC T-Beam,5,3.6,0,Completed,11.4,2017
179,32-H001-196,Dhansasr,Mahendra Rajmarga,Rautahat,Dhansasr,339.92,164.6,RW-10.7 | CW-7.5,8,Well Foundation,,Chandranigapur,Central,429,27.1534 | 85.2410,RCC T-Beam,7,3.6,0,Completed,20.5,2017
180,32-H001-191,Amu -1,Mahendra Rajmarga,Rautahat,Amu -1,330.27,34.08,RW-7.9 | CW-5.5,3,RCC Foundation,,Chandranigapur,Central,424,27.1370 | 85.3331,RCC T-Beam,7,3.1,0,Completed,11.34,2017
181,32-H001-192,Amu - 2,Mahendra Rajmarga,Rautahat,Amu - 2,331.505,22.73,RW-7.9 | CW-5.53,2,RCC Foundation,,Chandranigapur,Central,425,27.1408 | 85.3214,RCC T-Beam,6,3.1,0,Completed,11.35,2017
182,32-H001-188,Chandi,Mahendra Rajmarga,Rautahat,Chandi,325.8,165,RW-7.85 | CW-5.5,5,RCC Foundation,,Chandranigapur,Central,421,27.1131 | 85.3713,Steel Plate Girder,7,3.1,0,Completed,32.95,2017
183,32-H001-193,Kathi,Mahendra Rajmarga,Rautahat,Kathi,333.31,56.8,RW-7.75 | CW-5.5,5,RCC Foundation,,Chandranigapur,Central,426,27.1465 | 85.3043,RCC T-Beam,8,3.1,0,Completed,11.35,2017
184,33-H001-219,Badahkim,Mahendra Rajmarga,Bara,Badahkim,383.925,27.7,RW-8.1 | CW-7.5,5,Open Foundation,HS 20 - 44,Hetauda,Central,452,27.3349 | 84.995,RCC Slab,8,3.1,0,Completed,5.54,2017
185,33-H001-220,Gundo,Mahendra Rajmarga,Bara,Gundo,384.875,67.8,RW-8.3 | CW-7.5,12,RCC Foundation,IRC class A/AA,Hetauda,Central,453,27.3433 | 84.9930,RCC Slab,8,3.1,0,Completed,5.65,2017
186,33-H001-210,Dhungre - 1,Mahendra Rajmarga,Bara,Dhungre - 1,365.163,22.8,RW-7.7 | CW-5.5,2,Open Foundation,,Hetauda,Central,443,27.1913 | 85.0039,RCC T-Beam,7,3.6,0,Completed,11.2+11.6,2017
187,33-H001-211,Dhungre - 2,Mahendra Rajmarga,Bara,Dhungre - 2,365.385,23.3,RW-7.7 | CW-5.5,2,RCC Foundation,,Hetauda,Central,444,27.1922 | 85.0015,RCC T-Beam,7,3.6,0,Completed,11.2+11.4,2017
188,33-H001-199,Rampul,Mahendra Rajmarga,Bara,Rampul,344.6,22.5,RW-8.1 | CW-5.5,2,RCC Foundation,,Hetauda,Central,432,27.1735 | 85.1987,RCC T-Beam,8,3.1,0,Completed,11.3,2017
189,33-H001-212,Tin Number,Mahendra Rajmarga,Bara,Tin Number,367,34.74,RW-7.7 | CW-5.5,3,RCC Foundation,,Hetauda,Central,445,27.1975 | 84.9861,RCC T-Beam,7,3.1,0,Completed,11.6+11.6+10.4,2017
190,33-H001-214,Ek Number,Mahendra Rajmarga,Bara,Ek Number,367.225,11.45,RW-7.7 | CW-5.5,1,Open Foundation,,Hetauda,Central,447,27.1981 | 84.9843,RCC T-Beam,8,3.1,0,Completed,11.45,2017
191,33-H001-201,Unasi,Mahendra Rajmarga,Bara,Unasi,349.51,89.6,RW-7.7 | CW-5.5,8,RCC Foundation,,Hetauda,Central,434,27.1791 | 85.1518,RCC T-Beam,8,3.1,0,Completed,11.2,2017
192,33-H001-209,Dudhaura,Mahendra Rajmarga,Bara,Dudhaura,364.263,89.3,RW-7.7 | CW-5.5,4,RCC Foundation,,Hetauda,Central,442,27.1885 | 85.0120,Steel Plate Girder,7,3.1,0,Completed,22.32,2017
193,33-H001-208,Baijura,Mahendra Rajmarga,Bara,Baijura,363.55,46.1,RW-7.7 | CW-5.5,4,RCC Foundation,,Hetauda,Central,441,27.1862 | 85.0186,RCC T-Beam,8,3.1,0,Completed,11.52,2017
194,33-H001-216,Amlekhgunj - 2,Mahendra Rajmarga,Bara,Amlekhgunj - 2,379.71,81.4,RW-9.5 | CW-8.1,4,Open Foundation,HS 20 - 44,Hetauda,Central,449,27.3052 | 84.9988,RCC T-Beam,8,3.1,0,Completed,20.33,2017
195,33-H001-200,Bakeya,Mahendra Rajmarga,Bara,Bakeya,347.715,355.59,RW-7.9 | CW-5.5,16,RCC Foundation,,Hetauda,Central,433,27.1802 | 85.1695,Steel Plate Girder,8,3.1,0,Completed,22.2,2017
196,33-H001-215,Amlekhgunj - 1,Mahendra Rajmarga,Bara,Amlekhgunj - 1,377.855,61,RW-9.5 | CW-8.1,3,Open Foundation,,Hetauda,Central,448,27.2912 | 84.9905,RCC T-Beam,8,3.6,0,Completed,20.3,2017
197,33-H001-203,Barahakilo,Mahendra Rajmarga,Bara,Barahakilo,355.26,45.6,RW-7.7 | CW-5.5,3,RCC Foundation,30/NK 80,Hetauda,Central,436,27.1647 | 85.0970,RCC T-Beam,8,3.1,0,Completed,15.3,2017
198,33-H001-206,Bangandi,Mahendra Rajmarga,Bara,Bangandi,359.145,113.6,RW-7.7 | CW-5.5,10,RCC Foundation,30/NK 80,Hetauda,Central,439,27.172 | 85.0599,RCC T-Beam,7,3.1,0,Completed,11.36,2017
199,33-H001-202,Terhakilo,Mahendra Rajmarga,Bara,Terhakilo,354.21,45.6,RW-7.7 | CW-5.5,4,RCC Foundation,,Hetauda,Central,435,27.1667 | 85.1072,RCC T-Beam,5,3.1,0,Completed,11.4,2017
200,33-H001-207,Balganga,Mahendra Rajmarga,Bara,Balganga,361.59,67.1,RW-7.9 | CW-5.5,3,RCC Foundation,,Hetauda,Central,440,27.1797 | 85.0375,Steel Plate Girder,8,3.1,0,Completed,22.36,2017
201,33-H001-217,Amlekhgunj - 3,Mahendra Rajmarga,Bara,Amlekhgunj - 3,381.68,60,RW-9.7 | CW-7.5,2,RCC Foundation,HS 20 - 44,Hetauda,Central,450,27.3190 | 85.0045,RCC T-Beam,4,3.1,0,Completed,30,2017
202,33-H001-204,Pasaha,Mahendra Rajmarga,Bara,Pasaha,357.875,165,RW-7.7 | CW-5.5,5,RCC Foundation,,Hetauda,Central,437,27.1678 | 85.0718,Steel Plate Girder,8,3.1,0,Completed,33,2017
203,33-H001-205,Pasaha Branch,Mahendra Rajmarga,Bara,Pasaha Branch,358.07,22.2,RW-7.5 | CW-5.5,2,RCC Foundation,,Hetauda,Central,438,27.1685 | 85.0699,RCC T-Beam,8,3.1,0,Completed,11.1,2017
204,33-H001-197,Lamopul,Mahendra Rajmarga,Bara,Lamopul,342.77,45.4,RW-7.8 | CW-5.5,4,RCC Foundation,,Hetauda,Central,430,27.1649 | 85.2145,RCC T-Beam,8,3.6,0,Completed,11.3,2017
205,33-H001-198,Bhamara,Mahendra Rajmarga,Bara,Bhamara,344,32.89,RW-7.8 | CW-5.5,1,RCC Foundation,30/NK 80,Hetauda,Central,431,27.1711 | 85.2028,Steel Plate Girder,8,3.1,0,Completed,32.89,2017
206,33-H001-218,Amlekhgunj - 4,Mahendra Rajmarga,Bara,Amlekhgunj - 4,382.08,60,RW-9.7 | CW-7.5,2,RCC Foundation,HS 20 - 44,Hetauda,Central,451,27.3216 | 85.0036,RCC T-Beam,7,3.6,0,Completed,30,2017
207,35-H001-229,Lothar Branch,Mahendra Rajmarga,Chitawan,Lothar Branch,438.85,7.2,RW-11.7 | CW-11.1,1,RCC Foundation,HS 20 - 44,Bharatpur,Central,462,27.5869 | 84.7196,RCC Slab,7,3.6,0,Completed,7.2,2017
208,35-H001-237,Narayani pul,Mahendra Rajmarga,Chitawan,Narayani Nadi,473.61,420,RW-11 | CW-7.7,14,RCC Foundation,,Bharatpur,Central,470,27.6995 | 84.4189,RCC T-Beam,7,3.6,0,Completed,30,2017
209,35-H001-235,Khageri - 2,Mahendra Rajmarga,Chitawan,Khageri - 2,463.18,66,RW-10.9 | CW-8,4,RCC Foundation,HS 20 - 44,Bharatpur,Central,468,27.6324 | 84.4903,RCC T-Beam,7,3.1,0,Completed,16.5,2017
210,35-H001-234,Budhi Khola,Mahendra Rajmarga,Chitawan,Budhi Khola,460.525,15.3,RW-10.5 | CW-10.5,3,RCC Foundation,HS 20 - 44,Bharatpur,Central,467,27.6222 | 84.5142,RCC Slab,7,3.6,0,Completed,5.7+5.0+5.7,2017
211,35-H001-236,Khageri - 1,Mahendra Rajmarga,Chitawan,Khageri - 1,463.3,39,RW-10.9 | CW-8,2,RCC Foundation,HS 20 - 44,Bharatpur,Central,469,27.6328 | 84.4891,RCC T-Beam,7,3.6,0,Completed,19.5,2017
212,44-H001-346,Dhodre Khola,Mahendra Rajmarga,Arghakhanchi,Dhodre Khola,684.26,22,RW-7.9 | CW-7,1,RCC Foundation,IRC class A/AA,Shivapur,Western,1236,27.8162 | 82.7612,RCC T-Beam,6,3.1,0,Completed,22,2017
213,44-H001-345,Rana Sing,Mahendra Rajmarga,Arghakhanchi,Rana Sing,683.95,103.2,RW-7.9 | CW-7,4,Well Foundation,IRC class A/AA,Shivapur,Western,1235,27.8111 | 82.7616,RCC T-Beam,7,3.1,0,Completed,4*25.8,2017
214,44-H001-347,Dry Nala,Mahendra Rajmarga,Arghakhanchi,Dry Nala,686.77,7.1,RW-10.75 | CW-9.3,1,Open Foundation,IRC class A/AA,Shivapur,Western,1237,27.8311 | 82.7577,RCC Slab,7,3.1,0,Completed,7.1,2017
